selection,unit,onset,duration,pitch,staff,voice,bar,measure_position
satie_gym,1,14.0,1.0,81,treble,1,5,2.0
satie_gym,1,15.0,1.0,79,treble,1,6,0.0
satie_gym,1,15.0,3.0,38,bass,3,6,0.0
satie_gym,1,16.0,1.0,78,treble,1,6,1.0
satie_gym,1,16.0,2.0,66,treble,2,6,1.0
satie_gym,1,16.0,2.0,61,treble,2,6,1.0
satie_gym,1,16.0,2.0,57,treble,2,6,1.0
satie_gym,1,17.0,1.0,73,treble,1,6,2.0
satie_gym,1,18.0,1.0,71,treble,1,7,0.0
satie_gym,1,18.0,3.0,43,bass,3,7,0.0
satie_gym,1,19.0,1.0,73,treble,1,7,1.0
satie_gym,1,19.0,2.0,66,treble,2,7,1.0
satie_gym,1,19.0,2.0,62,treble,2,7,1.0
satie_gym,1,19.0,2.0,59,treble,2,7,1.0
satie_gym,1,20.0,1.0,74,treble,1,7,2.0
satie_gym,1,21.0,3.0,69,treble,1,8,0.0
satie_gym,1,21.0,3.0,38,bass,3,8,0.0
satie_gym,1,22.0,2.0,66,treble,2,8,1.0
satie_gym,1,22.0,2.0,61,treble,2,8,1.0
satie_gym,1,22.0,2.0,57,treble,2,8,1.0
bartok,1,0.0,0.5,81,upper,1,1,0.0
bartok,1,0.5,0.25,78,upper,1,1,0.5
bartok,1,0.75,0.25,81,upper,1,1,0.75
bartok,1,1.0,0.5,80,upper,1,1,1.0
bartok,1,1.5,0.25,80,upper,1,1,1.5
bartok,1,1.75,0.25,78,upper,1,1,1.75
bartok,1,2.0,0.5,81,upper,1,2,0.0
bartok,1,2.5,0.25,81,upper,1,2,0.5
bartok,1,2.75,0.25,80,upper,1,2,0.75
bartok,1,3.0,0.25,78,upper,1,2,1.0
bartok,1,3.25,0.25,74,upper,1,2,1.25
bartok,1,3.5,0.25,78,upper,1,2,1.5
bartok,1,3.75,0.25,80,upper,1,2,1.75
bartok,1,4.0,0.5,81,upper,1,3,0.0
bartok,1,4.5,0.25,78,upper,1,3,0.5
bartok,1,4.75,0.25,81,upper,1,3,0.75
bartok,1,5.0,0.5,80,upper,1,3,1.0
bartok,1,5.5,0.25,80,upper,1,3,1.5
bartok,1,5.75,0.25,78,upper,1,3,1.75
bartok,1,6.0,0.5,76,upper,1,4,0.0
bartok,1,6.5,0.25,76,upper,1,4,0.5
bartok,1,6.75,0.25,74,upper,1,4,0.75
bartok,1,7.0,1.0,76,upper,1,4,1.0
bartok,1,8.0,0.5,74,upper,1,5,0.0
bartok,1,8.5,0.25,71,upper,1,5,0.5
bartok,1,8.75,0.25,74,upper,1,5,0.75
bartok,1,9.0,0.5,73,upper,1,5,1.0
bartok,1,9.5,0.25,73,upper,1,5,1.5
bartok,1,9.75,0.25,71,upper,1,5,1.75
bartok,1,10.0,0.5,74,upper,1,6,0.0
bartok,1,10.5,0.25,74,upper,1,6,0.5
bartok,1,10.75,0.25,73,upper,1,6,0.75
bartok,1,11.0,0.25,71,upper,1,6,1.0
bartok,1,11.25,0.25,67,upper,1,6,1.25
bartok,1,11.5,0.25,71,upper,1,6,1.5
bartok,1,11.75,0.25,73,upper,1,6,1.75
bartok,1,12.0,0.5,74,upper,1,7,0.0
bartok,1,12.5,0.25,71,upper,1,7,0.5
bartok,1,12.75,0.25,74,upper,1,7,0.75
bartok,1,13.0,0.5,73,upper,1,7,1.0
bartok,1,13.5,0.25,73,upper,1,7,1.5
bartok,1,13.75,0.25,71,upper,1,7,1.75
bartok,1,14.0,0.5,69,upper,1,8,0.0
bartok,1,14.5,0.25,69,upper,1,8,0.5
bartok,1,14.75,0.25,67,upper,1,8,0.75
bartok,1,15.0,1.0,69,upper,1,8,1.0
bartok,1,0.0,0.5,38,lower,2,1,0.0
bartok,1,0.5,1.0,45,lower,2,1,0.5
bartok,1,0.5,1.0,50,lower,2,1,0.5
bartok,1,1.5,0.5,45,lower,2,1,1.5
bartok,1,1.5,0.5,50,lower,2,1,1.5
bartok,1,2.0,0.5,45,lower,2,2,0.0
bartok,1,2.0,0.5,50,lower,2,2,0.0
bartok,1,3.0,1.0,50,lower,2,2,1.0
bartok,1,3.0,1.0,57,lower,2,2,1.0
bartok,1,4.0,0.5,38,lower,2,3,0.0
bartok,1,4.5,1.0,45,lower,2,3,0.5
bartok,1,4.5,1.0,50,lower,2,3,0.5
bartok,1,5.5,0.5,45,lower,2,3,1.5
bartok,1,5.5,0.5,50,lower,2,3,1.5
bartok,1,6.0,0.5,45,lower,2,4,0.0
bartok,1,6.0,0.5,50,lower,2,4,0.0
bartok,1,7.0,1.0,50,lower,2,4,1.0
bartok,1,7.0,1.0,56,lower,2,4,1.0
bartok,1,8.0,0.5,38,lower,2,5,0.0
bartok,1,8.5,1.0,43,lower,2,5,0.5
bartok,1,8.5,1.0,50,lower,2,5,0.5
bartok,1,9.5,0.5,43,lower,2,5,1.5
bartok,1,9.5,0.5,50,lower,2,5,1.5
bartok,1,10.0,0.5,43,lower,2,6,0.0
bartok,1,10.0,0.5,50,lower,2,6,0.0
bartok,1,11.0,1.0,50,lower,2,6,1.0
bartok,1,11.0,1.0,55,lower,2,6,1.0
bartok,1,11.0,1.0,57,lower,2,6,1.0
bartok,1,12.0,0.5,38,lower,2,7,0.0
bartok,1,12.5,1.0,43,lower,2,7,0.5
bartok,1,12.5,1.0,50,lower,2,7,0.5
bartok,1,13.5,0.5,43,lower,2,7,1.5
bartok,1,13.5,0.5,50,lower,2,7,1.5
bartok,1,14.0,0.5,43,lower,2,8,0.0
bartok,1,14.0,0.5,50,lower,2,8,0.0
bartok,1,15.0,1.0,50,lower,2,8,1.0
bartok,1,15.0,1.0,55,lower,2,8,1.0
bartok,1,15.0,1.0,57,lower,2,8,1.0
ravel_jeux,1,0.0,0.5,64,2,1,1,0.0
ravel_jeux,1,0.0,0.5,71,2,1,1,0.0
ravel_jeux,1,0.0,0.25,75,1,1,1,0.0
ravel_jeux,1,0.25,0.25,80,1,1,1,0.25
ravel_jeux,1,0.5,0.5,68,2,1,1,0.5
ravel_jeux,1,0.5,0.5,76,2,1,1,0.5
ravel_jeux,1,0.5,0.25,87,1,1,1,0.5
ravel_jeux,1,0.75,0.25,90,1,1,1,0.75
ravel_jeux,1,1.0,0.5,76,2,1,1,1.0
ravel_jeux,1,1.0,0.5,83,2,1,1,1.0
ravel_jeux,1,1.0,0.25,87,1,1,1,1.0
ravel_jeux,1,1.25,0.25,80,1,1,1,1.25
ravel_jeux,1,1.5,0.5,69,2,1,1,1.5
ravel_jeux,1,1.5,0.125,73,1,1,1,1.5
ravel_jeux,1,1.5,0.5,76,2,1,1,1.5
ravel_jeux,1,1.625,0.125,80,1,1,1,1.625
ravel_jeux,1,1.75,0.125,85,1,1,1,1.75
ravel_jeux,1,1.875,0.125,88,1,1,1,1.875
ravel_jeux,1,2.0,0.5,64,2,1,1,2.0
ravel_jeux,1,2.0,0.5,71,2,1,1,2.0
ravel_jeux,1,2.0,0.25,75,1,1,1,2.0
ravel_jeux,1,2.25,0.25,80,1,1,1,2.25
ravel_jeux,1,2.5,0.5,68,2,1,1,2.5
ravel_jeux,1,2.5,0.5,76,2,1,1,2.5
ravel_jeux,1,2.5,0.25,87,1,1,1,2.5
ravel_jeux,1,2.75,0.25,90,1,1,1,2.75
ravel_jeux,1,3.0,0.5,76,2,1,1,3.0
ravel_jeux,1,3.0,0.5,83,2,1,1,3.0
ravel_jeux,1,3.0,0.25,87,1,1,1,3.0
ravel_jeux,1,3.25,0.25,80,1,1,1,3.25
ravel_jeux,1,3.5,0.5,69,2,1,1,3.5
ravel_jeux,1,3.5,0.125,73,1,1,1,3.5
ravel_jeux,1,3.5,0.5,76,2,1,1,3.5
ravel_jeux,1,3.625,0.125,80,1,1,1,3.625
ravel_jeux,1,3.75,0.125,85,1,1,1,3.75
ravel_jeux,1,3.875,0.125,88,1,1,1,3.875
ravel_jeux,1,4.0,0.5,64,2,1,2,0.0
ravel_jeux,1,4.0,0.5,71,2,1,2,0.0
ravel_jeux,1,4.0,0.25,75,1,1,2,0.0
ravel_jeux,1,4.25,0.25,80,1,1,2,0.25
ravel_jeux,1,4.5,0.5,68,2,1,2,0.5
ravel_jeux,1,4.5,0.5,76,2,1,2,0.5
ravel_jeux,1,4.5,0.25,87,1,1,2,0.5
ravel_jeux,1,4.75,0.25,90,1,1,2,0.75
ravel_jeux,1,5.0,0.25,68,1,1,2,1.0
ravel_jeux,1,5.0,0.5,71,2,1,2,1.0
ravel_jeux,1,5.0,0.5,76,2,1,2,1.0
ravel_jeux,1,5.25,0.25,75,1,1,2,1.25
ravel_jeux,1,5.5,0.5,76,2,1,2,1.5
ravel_jeux,1,5.5,0.25,80,1,1,2,1.5
ravel_jeux,1,5.5,0.5,83,2,1,2,1.5
ravel_jeux,1,5.75,0.25,83,1,1,2,1.75
ravel_jeux,1,6.0,0.25,68,1,1,3,0.0
ravel_jeux,1,6.0,0.5,69,2,1,3,0.0
ravel_jeux,1,6.0,0.5,76,2,1,3,0.0
ravel_jeux,1,6.25,0.25,73,1,1,3,0.25
ravel_jeux,1,6.5,0.5,73,2,1,3,0.5
ravel_jeux,1,6.5,0.25,80,1,1,3,0.5
ravel_jeux,1,6.5,0.5,81,2,1,3,0.5
ravel_jeux,1,6.75,0.25,85,1,1,3,0.75
ravel_jeux,1,7.0,0.25,80,1,1,3,1.0
ravel_jeux,1,7.0,0.5,81,2,1,3,1.0
ravel_jeux,1,7.0,0.5,88,2,1,3,1.0
ravel_jeux,1,7.25,0.25,73,1,1,3,1.25
ravel_jeux,1,7.5,0.5,62,2,1,3,1.5
ravel_jeux,1,7.5,0.125,66,1,1,3,1.5
ravel_jeux,1,7.5,0.5,66,2,1,3,1.5
ravel_jeux,1,7.5,0.5,72,2,1,3,1.5
ravel_jeux,1,7.625,0.125,72,1,1,3,1.625
ravel_jeux,1,7.75,0.125,76,1,1,3,1.75
ravel_jeux,1,7.875,0.125,80,1,1,3,1.875
ravel_jeux,1,8.0,0.25,68,1,1,3,2.0
ravel_jeux,1,8.0,0.5,69,2,1,3,2.0
ravel_jeux,1,8.0,0.5,76,2,1,3,2.0
ravel_jeux,1,8.25,0.25,73,1,1,3,2.25
ravel_jeux,1,8.5,0.5,73,2,1,3,2.5
ravel_jeux,1,8.5,0.25,80,1,1,3,2.5
ravel_jeux,1,8.5,0.5,81,2,1,3,2.5
ravel_jeux,1,8.75,0.25,85,1,1,3,2.75
ravel_jeux,1,9.0,0.25,80,1,1,3,3.0
ravel_jeux,1,9.0,0.5,81,2,1,3,3.0
ravel_jeux,1,9.0,0.5,88,2,1,3,3.0
ravel_jeux,1,9.25,0.25,73,1,1,3,3.25
ravel_jeux,1,9.5,0.5,62,2,1,3,3.5
ravel_jeux,1,9.5,0.125,66,1,1,3,3.5
ravel_jeux,1,9.5,0.5,66,2,1,3,3.5
ravel_jeux,1,9.5,0.5,72,2,1,3,3.5
ravel_jeux,1,9.625,0.125,72,1,1,3,3.625
ravel_jeux,1,9.75,0.125,76,1,1,3,3.75
ravel_jeux,1,9.875,0.125,80,1,1,3,3.875
ravel_jeux,1,10.0,0.25,68,1,1,4,0.0
ravel_jeux,1,10.0,0.5,69,2,1,4,0.0
ravel_jeux,1,10.0,0.5,76,2,1,4,0.0
ravel_jeux,1,10.25,0.25,73,1,1,4,0.25
ravel_jeux,1,10.5,0.5,73,2,1,4,0.5
ravel_jeux,1,10.5,0.25,80,1,1,4,0.5
ravel_jeux,1,10.5,0.5,81,2,1,4,0.5
ravel_jeux,1,10.75,0.25,85,1,1,4,0.75
ravel_jeux,1,11.0,0.25,66,1,1,4,1.0
ravel_jeux,1,11.0,0.5,66,2,1,4,1.0
ravel_jeux,1,11.0,0.5,72,2,1,4,1.0
ravel_jeux,1,11.25,0.25,72,1,1,4,1.25
ravel_jeux,1,11.5,0.5,62,2,1,4,1.5
ravel_jeux,1,11.5,0.5,69,2,1,4,1.5
ravel_jeux,1,11.5,0.25,76,1,1,4,1.5
ravel_jeux,1,11.75,0.25,80,1,1,4,1.75
ravel_jeux,1,12.0,0.5,58,2,1,4,2.0
ravel_jeux,1,12.0,0.5,68,2,1,4,2.0
ravel_jeux,1,12.0,0.125,74,1,1,4,2.0
ravel_jeux,1,12.125,0.125,80,1,1,4,2.125
ravel_jeux,1,12.25,0.125,84,1,1,4,2.25
ravel_jeux,1,12.375,0.125,88,1,1,4,2.375
ravel_jeux,1,12.5,0.5,55,2,1,4,2.5
ravel_jeux,1,12.5,0.5,65,2,1,4,2.5
ravel_jeux,1,12.5,0.125,85,1,1,4,2.5
ravel_jeux,1,12.625,0.125,81,1,1,4,2.625
ravel_jeux,1,12.75,0.125,77,1,1,4,2.75
ravel_jeux,1,12.875,0.125,71,1,1,4,2.875
ravel_jeux,1,13.0,0.5,52,2,1,4,3.0
ravel_jeux,1,13.0,0.5,62,2,1,4,3.0
ravel_jeux,1,13.0,0.125,68,1,1,4,3.0
ravel_jeux,1,13.125,0.125,74,1,1,4,3.125
ravel_jeux,1,13.25,0.125,78,1,1,4,3.25
ravel_jeux,1,13.375,0.125,82,1,1,4,3.375
ravel_jeux,1,13.5,0.5,49,2,1,4,3.5
ravel_jeux,1,13.5,0.5,59,2,1,4,3.5
ravel_jeux,1,13.5,0.125,79,1,1,4,3.5
ravel_jeux,1,13.625,0.125,74,1,1,4,3.625
ravel_jeux,1,13.75,0.125,71,1,1,4,3.75
ravel_jeux,1,13.875,0.125,65,1,1,4,3.875
ravel_jeux,1,14.0,1.5,46,2,1,5,0.0
ravel_jeux,1,14.0,1.5,56,2,1,5,0.0
ravel_jeux,1,14.0,0.25,62,1,1,5,0.0
ravel_jeux,1,14.25,0.25,68,1,1,5,0.25
ravel_jeux,1,14.5,1.0,58,2,2,5,0.5
ravel_jeux,1,14.5,1.0,68,2,2,5,0.5
ravel_jeux,1,14.5,0.25,72,1,1,5,0.5
ravel_jeux,1,14.75,0.25,76,1,1,5,0.75
ravel_jeux,1,15.0,0.25,72,1,1,5,1.0
ravel_jeux,1,15.25,0.25,68,1,1,5,1.25
ravel_jeux,1,15.5,0.5,49,2,1,5,1.5
ravel_jeux,1,15.5,0.5,59,2,1,5,1.5
ravel_jeux,1,15.5,0.125,65,1,1,5,1.5
ravel_jeux,1,15.5,0.125,67,1,1,5,1.5
ravel_jeux,1,15.625,0.125,71,1,1,5,1.625
ravel_jeux,1,15.75,0.125,74,1,1,5,1.75
ravel_jeux,1,15.875,0.125,79,1,1,5,1.875
ravel_jeux,1,16.0,1.5,46,2,1,5,2.0
ravel_jeux,1,16.0,1.5,56,2,1,5,2.0
ravel_jeux,1,16.0,0.25,62,1,1,5,2.0
ravel_jeux,1,16.25,0.25,68,1,1,5,2.25
ravel_jeux,1,16.5,1.0,58,2,2,5,2.5
ravel_jeux,1,16.5,1.0,68,2,2,5,2.5
ravel_jeux,1,16.5,0.25,72,1,1,5,2.5
ravel_jeux,1,16.75,0.25,76,1,1,5,2.75
ravel_jeux,1,17.0,0.25,72,1,1,5,3.0
ravel_jeux,1,17.25,0.25,68,1,1,5,3.25
ravel_jeux,1,17.5,0.5,49,2,1,5,3.5
ravel_jeux,1,17.5,0.5,59,2,1,5,3.5
ravel_jeux,1,17.5,0.125,65,1,1,5,3.5
ravel_jeux,1,17.5,0.125,67,1,1,5,3.5
ravel_jeux,1,17.625,0.125,71,1,1,5,3.625
ravel_jeux,1,17.75,0.125,74,1,1,5,3.75
ravel_jeux,1,17.875,0.125,79,1,1,5,3.875
ravel_jeux,1,18.0,2.0,46,2,1,6,0.0
ravel_jeux,1,18.0,2.0,56,2,1,6,0.0
ravel_jeux,1,18.0,0.25,62,1,1,6,0.0
ravel_jeux,1,18.25,0.25,68,1,1,6,0.25
ravel_jeux,1,18.5,1.0,58,2,2,6,0.5
ravel_jeux,1,18.5,1.0,68,2,2,6,0.5
ravel_jeux,1,18.5,0.25,72,1,1,6,0.5
ravel_jeux,1,18.75,0.25,76,1,1,6,0.75
ravel_jeux,1,19.0,0.25,72,1,1,6,1.0
ravel_jeux,1,19.25,0.25,68,1,1,6,1.25
ravel_jeux,1,19.5,0.5,58,2,2,6,1.5
ravel_jeux,1,19.5,0.25,62,1,1,6,1.5
ravel_jeux,1,19.5,0.5,68,2,2,6,1.5
ravel_jeux,1,19.75,0.25,64,1,1,6,1.75
ravel_jeux,1,20.0,0.5,58,2,2,6,2.0
ravel_jeux,1,20.0,0.125,62,1,1,6,2.0
ravel_jeux,1,20.0,0.5,68,2,2,6,2.0
ravel_jeux,1,20.125,0.125,60,1,1,6,2.125
ravel_jeux,1,20.25,0.125,62,1,1,6,2.25
ravel_jeux,1,20.375,0.125,64,1,1,6,2.375
ravel_jeux,1,20.5,0.5,56,2,2,6,2.5
ravel_jeux,1,20.5,0.5,60,2,2,6,2.5
ravel_jeux,1,20.5,0.5,66,2,2,6,2.5
ravel_jeux,1,20.625,0.125,68,1,1,6,2.625
ravel_jeux,1,20.75,0.125,70,1,1,6,2.75
ravel_jeux,1,20.875,0.125,72,1,1,6,2.875
ravel_jeux,1,21.0,0.5,54,2,2,6,3.0
ravel_jeux,1,21.0,0.5,58,2,2,6,3.0
ravel_jeux,1,21.0,0.5,64,2,2,6,3.0
ravel_jeux,1,21.0,0.125,74,1,1,6,3.0
ravel_jeux,1,21.125,0.125,76,1,1,6,3.125
ravel_jeux,1,21.25,0.125,78,1,1,6,3.25
ravel_jeux,1,21.375,0.125,80,1,1,6,3.375
ravel_jeux,1,21.5,0.5,53,2,2,6,3.5
ravel_jeux,1,21.5,0.5,57,2,2,6,3.5
ravel_jeux,1,21.5,0.5,63,2,2,6,3.5
ravel_jeux,1,21.5,0.0625,71,1,1,6,3.5
ravel_jeux,1,21.5625,0.0625,73,1,1,6,3.5625
ravel_jeux,1,21.625,0.0625,75,1,1,6,3.625
ravel_jeux,1,21.6875,0.0625,77,1,1,6,3.6875
ravel_jeux,1,21.75,0.0625,80,1,1,6,3.75
ravel_jeux,1,21.8125,0.0625,81,1,1,6,3.8125
ravel_jeux,1,21.875,0.0625,83,1,1,6,3.875
ravel_jeux,1,21.9375,0.0625,85,1,1,6,3.9375
ravel_jeux,1,22.0,0.5,40,2,1,7,0.0
ravel_jeux,1,22.0,0.5,47,2,1,7,0.0
ravel_jeux,1,22.0,0.5,56,2,1,7,0.0
ravel_jeux,1,22.0,0.25,75,1,1,7,0.0
ravel_jeux,1,22.25,0.25,80,1,1,7,0.25
ravel_jeux,1,22.5,0.5,64,2,1,7,0.5
ravel_jeux,1,22.5,0.5,71,2,1,7,0.5
ravel_jeux,1,22.5,0.25,87,1,1,7,0.5
ravel_jeux,1,22.75,0.25,90,1,1,7,0.75
ravel_jeux,1,23.0,0.5,63,2,1,7,1.0
ravel_jeux,1,23.0,0.5,68,2,1,7,1.0
ravel_jeux,1,23.0,0.5,75,2,1,7,1.0
ravel_jeux,1,23.0,0.25,87,1,1,7,1.0
ravel_jeux,1,23.25,0.25,80,1,1,7,1.25
ravel_jeux,1,23.5,0.5,57,2,1,7,1.5
ravel_jeux,1,23.5,0.5,64,2,1,7,1.5
ravel_jeux,1,23.5,0.125,73,1,1,7,1.5
ravel_jeux,1,23.625,0.125,80,1,1,7,1.625
ravel_jeux,1,23.75,0.125,85,1,1,7,1.75
ravel_jeux,1,23.875,0.125,88,1,1,7,1.875
ravel_jeux,1,24.0,0.5,52,2,1,7,2.0
ravel_jeux,1,24.0,0.5,59,2,1,7,2.0
ravel_jeux,1,24.0,0.5,68,2,1,7,2.0
ravel_jeux,1,24.0,0.25,75,1,1,7,2.0
ravel_jeux,1,24.25,0.25,80,1,1,7,2.25
ravel_jeux,1,24.5,0.5,64,2,1,7,2.5
ravel_jeux,1,24.5,0.5,71,2,1,7,2.5
ravel_jeux,1,24.5,0.25,87,1,1,7,2.5
ravel_jeux,1,24.75,0.25,90,1,1,7,2.75
ravel_jeux,1,25.0,0.5,63,2,1,7,3.0
ravel_jeux,1,25.0,0.5,68,2,1,7,3.0
ravel_jeux,1,25.0,0.5,75,2,1,7,3.0
ravel_jeux,1,25.0,0.25,87,1,1,7,3.0
ravel_jeux,1,25.25,0.25,80,1,1,7,3.25
ravel_jeux,1,25.5,0.5,57,2,1,7,3.5
ravel_jeux,1,25.5,0.5,64,2,1,7,3.5
ravel_jeux,1,25.5,0.125,73,1,1,7,3.5
ravel_jeux,1,25.625,0.125,80,1,1,7,3.625
ravel_jeux,1,25.75,0.125,85,1,1,7,3.75
ravel_jeux,1,25.875,0.125,88,1,1,7,3.875
ravel_jeux,1,26.0,0.5,52,2,1,8,0.0
ravel_jeux,1,26.0,0.5,59,2,1,8,0.0
ravel_jeux,1,26.0,0.5,68,2,1,8,0.0
ravel_jeux,1,26.0,0.25,75,1,1,8,0.0
ravel_jeux,1,26.25,0.25,80,1,1,8,0.25
ravel_jeux,1,26.5,0.5,64,2,1,8,0.5
ravel_jeux,1,26.5,0.5,71,2,1,8,0.5
ravel_jeux,1,26.5,0.25,87,1,1,8,0.5
ravel_jeux,1,26.75,0.25,90,1,1,8,0.75
ravel_jeux,1,27.0,0.5,63,2,1,8,1.0
ravel_jeux,1,27.0,0.5,68,2,1,8,1.0
ravel_jeux,1,27.0,0.5,75,2,1,8,1.0
ravel_jeux,1,27.0,0.25,80,1,1,8,1.0
ravel_jeux,1,27.25,0.25,87,1,1,8,1.25
ravel_jeux,1,27.5,0.5,71,2,1,8,1.5
ravel_jeux,1,27.5,0.5,76,2,1,8,1.5
ravel_jeux,1,27.5,0.5,83,2,1,8,1.5
ravel_jeux,1,27.5,0.25,92,1,1,8,1.5
ravel_jeux,1,27.75,0.25,95,1,1,8,1.75
schoenberg_19_6,1,0.0,1.0,69,upper,31,1,-1.0
schoenberg_19_6,1,0.0,1.0,78,upper,31,1,-1.0
schoenberg_19_6,1,0.0,1.0,83,upper,31,1,-1.0
schoenberg_19_6,1,1.0,4.0,69,upper,31,1,0.0
schoenberg_19_6,1,1.0,4.0,78,upper,31,1,0.0
schoenberg_19_6,1,1.0,4.0,83,upper,31,1,0.0
schoenberg_19_6,1,3.0,2.0,55,lower,35,1,2.0
schoenberg_19_6,1,3.0,2.0,60,lower,35,1,2.0
schoenberg_19_6,1,3.0,2.0,65,lower,35,1,2.0
schoenberg_19_6,1,5.0,2.0,69,upper,31,2,0.0
schoenberg_19_6,1,5.0,2.0,78,upper,31,2,0.0
schoenberg_19_6,1,5.0,2.0,83,upper,31,2,0.0
schoenberg_19_6,1,5.0,2.0,55,lower,35,2,0.0
schoenberg_19_6,1,5.0,2.0,60,lower,35,2,0.0
schoenberg_19_6,1,5.0,2.0,65,lower,35,2,0.0
schoenberg_19_6,1,7.0,2.0,69,upper,31,2,2.0
schoenberg_19_6,1,7.0,2.0,78,upper,31,2,2.0
schoenberg_19_6,1,7.0,2.0,83,upper,31,2,2.0
schoenberg_19_6,1,9.0,4.0,69,upper,31,3,0.0
schoenberg_19_6,1,9.0,4.0,78,upper,31,3,0.0
schoenberg_19_6,1,9.0,4.0,83,upper,31,3,0.0
schoenberg_19_6,1,10.0,3.0,55,lower,35,3,1.0
schoenberg_19_6,1,10.0,3.0,60,lower,35,3,1.0
schoenberg_19_6,1,10.0,3.0,65,lower,35,3,1.0
schoenberg_19_6,1,11.0,2.0,75,upper,32,3,2.0
schoenberg_19_6,1,11.0,1.5,87,lower,34,3,2.0
schoenberg_19_6,1,12.5,0.5,88,lower,34,3,3.5
schoenberg_19_6,1,13.0,2.0,69,upper,31,4,0.0
schoenberg_19_6,1,13.0,2.0,78,upper,31,4,0.0
schoenberg_19_6,1,13.0,2.0,83,upper,31,4,0.0
schoenberg_19_6,1,13.0,0.5,75,upper,32,4,0.0
schoenberg_19_6,1,13.0,0.5,88,lower,34,4,0.0
schoenberg_19_6,1,13.0,2.0,55,lower,35,4,0.0
schoenberg_19_6,1,13.0,2.0,60,lower,35,4,0.0
schoenberg_19_6,1,13.0,2.0,65,lower,35,4,0.0
schoenberg_19_6,1,13.5,0.5,75,upper,32,4,0.5
schoenberg_19_6,1,13.5,0.5,87,lower,34,4,0.5
schoenberg_19_6,1,16.0,1.0,69,upper,31,4,3.0
schoenberg_19_6,1,16.0,1.0,78,upper,31,4,3.0
schoenberg_19_6,1,16.0,1.0,83,upper,31,4,3.0
schoenberg_19_6,1,17.0,2.0,69,upper,31,5,0.0
schoenberg_19_6,1,17.0,2.0,78,upper,31,5,0.0
schoenberg_19_6,1,17.0,2.0,83,upper,31,5,0.0
schoenberg_19_6,1,17.0,3.0,55,lower,35,5,0.0
schoenberg_19_6,1,17.0,3.0,60,lower,35,5,0.0
schoenberg_19_6,1,17.0,3.0,65,lower,35,5,0.0
schoenberg_19_6,1,19.0,2.0,60,upper,31,5,2.0
schoenberg_19_6,1,19.0,2.0,65,upper,31,5,2.0
schoenberg_19_6,1,19.0,2.0,70,upper,31,5,2.0
schoenberg_19_6,1,20.0,1.0,40,lower,35,5,3.0
schoenberg_19_6,1,20.0,1.0,50,lower,35,5,3.0
schoenberg_19_6,1,20.5,0.5,56,lower,34,5,3.5
schoenberg_19_6,1,21.0,4.0,60,upper,31,6,0.0
schoenberg_19_6,1,21.0,4.0,65,upper,31,6,0.0
schoenberg_19_6,1,21.0,4.0,70,upper,31,6,0.0
schoenberg_19_6,1,21.0,1.0,56,lower,34,6,0.0
schoenberg_19_6,1,21.0,4.0,40,lower,35,6,0.0
schoenberg_19_6,1,21.0,4.0,50,lower,35,6,0.0
schoenberg_19_6,1,22.0,3.0,54,lower,34,6,1.0
schoenberg_19_6,1,26.0,0.5,62,upper,31,7,1.0
schoenberg_19_6,1,26.5,0.5,49,lower,31,7,1.5
schoenberg_19_6,1,27.0,0.3333333333333333,49,lower,31,7,2.0
schoenberg_19_6,1,27.333333333333332,0.3333333333333333,50,lower,31,7,2.3333333333333335
schoenberg_19_6,1,27.666666666666668,0.6666666666666666,54,lower,31,7,2.6666666666666665
schoenberg_19_6,1,28.333333333333332,0.6666666666666666,51,lower,31,7,3.3333333333333335
schoenberg_19_6,1,29.333333333333332,0.6666666666666666,62,upper,31,8,0.3333333333333333
schoenberg_19_6,1,29.333333333333332,0.6666666666666666,68,upper,31,8,0.3333333333333333
schoenberg_19_6,1,29.333333333333332,0.6666666666666666,72,upper,31,8,0.3333333333333333
schoenberg_19_6,1,29.333333333333332,0.3333333333333333,64,upper,32,8,0.3333333333333333
schoenberg_19_6,1,29.333333333333332,0.6666666666666666,54,lower,34,8,0.3333333333333333
schoenberg_19_6,1,29.333333333333332,0.6666666666666666,49,lower,35,8,0.3333333333333333
schoenberg_19_6,1,29.333333333333332,0.6666666666666666,59,lower,35,8,0.3333333333333333
schoenberg_19_6,1,29.666666666666668,0.3333333333333333,63,upper,32,8,0.6666666666666666
schoenberg_19_6,1,30.0,0.5,62,upper,31,8,1.0
schoenberg_19_6,1,30.0,0.5,68,upper,31,8,1.0
schoenberg_19_6,1,30.0,0.5,72,upper,31,8,1.0
schoenberg_19_6,1,30.0,0.5,63,upper,32,8,1.0
schoenberg_19_6,1,30.0,0.5,55,lower,34,8,1.0
schoenberg_19_6,1,30.0,0.5,49,lower,35,8,1.0
schoenberg_19_6,1,30.0,0.5,59,lower,35,8,1.0
scriabin_59_2,1,0.0,1.5,55,upper,1,1,-1.5
scriabin_59_2,1,0.0,1.5,60,upper,1,1,-1.5
scriabin_59_2,1,0.0,1.5,66,upper,1,1,-1.5
scriabin_59_2,1,0.0,0.25,33,lower,3,1,-1.5
scriabin_59_2,1,0.0,0.25,45,lower,3,1,-1.5
scriabin_59_2,1,0.25,0.25,27,lower,3,1,-1.25
scriabin_59_2,1,0.25,0.25,39,lower,3,1,-1.25
scriabin_59_2,1,1.5,0.5,58,upper,1,1,0.0
